movieId,r_bar_i,percentile,group
27147,2.97,30.67,G6
27152,3.14,44.19,G7
27155,3.26,52.17,G8
27156,3.9,91.42,G10
27158,3.42,62.05,G9
27162,3.43,63.01,G9
27163,4.08,97.27,G10
27164,2.83,25.61,G5
27166,2.92,28.88,G5
27170,2.37,10.45,G4
27171,3.25,50.94,G8
27172,2.44,11.67,G4
27176,3.9,91.5,G10
27178,3.81,88.18,G10
27180,3.02,38.42,G6
27186,3.61,77.44,G10
27189,3.38,59.55,G8
27192,2.79,23.88,G5
27193,3.26,52.23,G8
27197,2.0,5.36,G3
27198,2.8,24.28,G5
27204,2.06,6.72,G3
27205,3.62,78.15,G10
27212,3.19,46.98,G7
27213,2.71,20.62,G5
27215,2.97,30.72,G6
27216,3.44,63.14,G9
27217,3.41,61.46,G9
27220,2.73,21.06,G5
27221,3.56,74.47,G10
27223,3.5,68.96,G9
27232,3.0,34.83,G6
27234,3.25,50.94,G8
27235,4.0,94.92,G10
27236,2.81,24.7,G5
27238,3.04,38.95,G6
27239,3.11,42.48,G7
27246,3.53,72.69,G10
27251,3.85,89.67,G10
27253,2.98,31.18,G6
27255,3.6,76.62,G10
27261,3.21,48.0,G7
27263,3.25,50.94,G8
27266,3.68,81.51,G10
27268,2.9,28.29,G5
27271,3.53,72.72,G10
27273,2.75,22.24,G5
27274,2.94,29.69,G5
27276,3.9,91.5,G10
27277,2.42,11.23,G4
27291,4.0,94.92,G10
27292,2.96,30.5,G6
27293,1.25,1.55,G2
27297,3.5,68.96,G9
27298,2.4,10.98,G4
27302,3.9,91.5,G10
27304,3.64,79.18,G10
27305,3.15,44.68,G7
27306,2.64,18.7,G4
27307,1.75,3.24,G2
27309,2.34,10.06,G4
27310,3.0,34.83,G6
27311,3.57,74.71,G10
27313,3.38,59.55,G8
27315,3.12,43.3,G7
27316,3.31,55.09,G8
27317,3.63,78.51,G10
27320,3.44,63.24,G9
27321,4.0,94.92,G10
27322,3.5,68.96,G9
27326,3.14,44.15,G7
27327,1.88,3.8,G2
27328,4.5,99.04,G10
27329,3.75,86.02,G10
27332,3.43,62.69,G9
27334,3.69,82.19,G10
27338,3.22,48.85,G7
27340,3.19,47.19,G7
27343,2.5,14.16,G4
27344,3.57,74.98,G10
27345,2.33,9.86,G3
27347,2.87,26.84,G5
27348,3.0,34.83,G6
27350,3.35,58.08,G8
27351,3.17,46.24,G7
27356,3.22,48.78,G7
27357,3.35,57.95,G8
27359,2.5,14.16,G4
27360,1.5,2.22,G2
27362,3.53,72.99,G10
27365,3.47,64.79,G9
27366,3.85,89.75,G10
27368,3.46,64.58,G9
27369,3.7,82.77,G10
27370,3.63,78.4,G10
27372,3.56,74.09,G10
27373,3.61,77.34,G10
27376,3.8,87.63,G10
27378,1.75,3.24,G2
27382,3.0,34.83,G6
27391,3.58,75.21,G10
27392,3.07,40.11,G7
27395,1.5,2.22,G2
27397,3.81,88.17,G10
27402,3.12,42.78,G7
27408,3.31,55.38,G8
27410,3.74,84.41,G10
27411,2.5,14.16,G4
27416,3.57,75.08,G10
27420,3.0,34.83,G6
27423,4.27,98.46,G10
27426,2.86,26.58,G5
27431,3.5,68.96,G9
27432,3.68,81.27,G10
27434,2.56,16.76,G4
27436,2.92,28.88,G5
27441,3.34,57.46,G8
27444,2.88,27.28,G5
27445,2.47,12.11,G4
27447,3.32,55.92,G8
27449,4.0,94.92,G10
27450,2.94,29.63,G5
27451,3.31,55.29,G8
27454,2.8,24.28,G5
27455,2.17,7.58,G3
27456,3.64,78.93,G10
27457,2.0,5.36,G3
27458,2.88,27.66,G5
27459,2.5,14.16,G4
27461,2.91,28.53,G5
27467,1.75,3.24,G2
27468,2.83,25.61,G5
27469,3.43,63.01,G9
27472,4.0,94.92,G10
27473,2.15,7.38,G3
27474,2.5,14.16,G4
27475,4.0,94.92,G10
27477,1.0,0.73,G1
27478,3.0,31.6,G6
27479,1.0,0.73,G1
27480,3.05,39.31,G6
27482,3.0,31.58,G6
27484,3.17,45.77,G7
27485,3.38,59.55,G8
27488,2.75,22.24,G5
27491,3.34,57.45,G8
27496,3.0,34.83,G6
27497,3.32,55.7,G8
27506,3.57,74.98,G10
27509,3.14,44.43,G7
27511,2.5,14.16,G4
27513,3.57,75.14,G10
27515,3.62,78.15,G10
27518,3.79,87.54,G10
27523,3.81,88.26,G10
27524,2.47,12.05,G4
27525,3.0,34.83,G6
27526,3.0,34.83,G6
27528,3.32,55.89,G8
27530,3.25,50.94,G8
27537,3.19,47.05,G7
27539,3.24,49.52,G7
27544,3.28,53.2,G8
27548,2.26,8.99,G3
27549,2.93,29.37,G5
27550,3.45,64.1,G9
27555,3.49,65.8,G9
27563,3.5,71.8,G10
27564,2.86,26.66,G5
27571,3.57,74.98,G10
27573,3.55,73.54,G10
27576,3.58,75.62,G10
27584,3.27,52.58,G8
27587,2.8,24.1,G5
27592,3.83,88.78,G10
27595,2.54,16.44,G4
27598,2.92,28.88,G5
27602,1.89,3.91,G2
27603,3.41,61.57,G9
27604,3.39,60.35,G9
27606,2.0,5.36,G3
27608,3.13,43.65,G7
27611,4.03,96.81,G10
27616,2.12,7.11,G3
27618,2.34,10.05,G4
27619,3.24,49.73,G7
27620,3.5,68.96,G9
27624,3.5,68.96,G9
27626,3.5,68.96,G9
27627,3.6,76.32,G10
27631,2.92,29.11,G5
27636,3.46,64.51,G9
27639,3.36,58.44,G8
27640,3.23,49.08,G7
27641,3.32,55.54,G8
27642,2.12,7.18,G3
27643,2.78,23.53,G5
27644,3.2,47.33,G7
27646,3.64,78.96,G10
27647,3.72,83.68,G10
27648,3.23,49.04,G7
27656,3.0,34.83,G6
27657,1.5,2.22,G2
27658,2.93,29.37,G5
27660,3.69,81.73,G10
27664,2.91,28.67,G5
27667,3.68,81.48,G10
27668,2.83,25.61,G5
27671,3.71,83.25,G10
27674,3.57,74.84,G10
27675,2.75,22.24,G5
27679,3.29,53.9,G8
27683,2.83,25.61,G5
27684,3.41,61.57,G9
27685,2.18,7.75,G3
27689,3.13,43.8,G7
27692,3.42,62.42,G9
27695,3.49,65.91,G9
27699,3.44,63.48,G9
27700,3.76,86.21,G10
27702,3.12,43.3,G7
27703,3.0,34.83,G6
27704,2.46,11.94,G4
27705,2.85,26.43,G5
27706,3.38,59.95,G8
27708,2.86,26.69,G5
27711,2.9,28.29,G5
27713,3.37,58.95,G8
27716,3.72,83.39,G10
27717,3.19,47.18,G7
27718,3.4,60.95,G9
27719,1.64,2.87,G2
27721,3.84,89.52,G10
27722,3.81,88.4,G10
27724,3.32,55.77,G8
27727,3.97,93.0,G10
27728,3.73,83.8,G10
27729,3.68,81.67,G10
27731,3.74,84.36,G10
27734,3.19,47.26,G7
27735,2.74,21.34,G5
27736,3.37,59.18,G8
27738,3.65,79.41,G10
27740,3.28,53.09,G8
27741,3.97,93.02,G10
27742,2.88,27.28,G5
27743,3.25,50.94,G8
27744,3.51,71.88,G10
27746,3.31,55.47,G8
27751,3.13,43.64,G7
27752,2.0,5.36,G3
27754,3.5,68.96,G9
27756,2.21,8.05,G3
27758,3.44,63.61,G9
27759,1.5,2.22,G2
27760,3.35,58.08,G8
27762,2.93,29.37,G5
27764,3.57,74.98,G10
27765,2.53,16.34,G4
27768,3.66,80.0,G10
27769,3.77,86.69,G10
27771,2.79,23.77,G5
27772,3.38,60.1,G9
27773,4.09,97.38,G10
27776,3.35,57.81,G8
27777,1.5,2.22,G2
27778,3.06,39.85,G6
27779,2.75,22.24,G5
27780,2.83,25.61,G5
27781,3.15,44.52,G7
27783,3.36,58.44,G8
27784,3.03,38.76,G6
27786,2.28,9.11,G3
27787,3.17,45.77,G7
27788,3.53,72.98,G10
27790,3.64,79.06,G10
27792,3.31,54.94,G8
27793,1.99,4.3,G2
27797,3.76,86.29,G10
27798,3.38,60.14,G9
27799,2.44,11.58,G4
27800,3.77,86.64,G10
27801,3.63,78.67,G10
27802,3.67,81.16,G10
27803,3.96,92.77,G10
27805,3.36,58.44,G8
27808,3.33,56.19,G8
27811,3.26,52.41,G8
27812,3.6,76.81,G10
27815,3.96,92.82,G10
27816,3.6,76.83,G10
27818,3.0,34.83,G6
27820,3.76,86.37,G10
27821,3.37,58.98,G8
27822,2.85,26.42,G5
27823,2.5,14.16,G4
27824,3.58,75.62,G10
27826,3.45,63.77,G9
27827,3.12,43.3,G7
27828,3.59,75.9,G10
27829,4.0,94.92,G10
27830,3.25,49.89,G7
27831,3.79,87.11,G10
27833,2.92,29.06,G5
27834,3.92,92.05,G10
27835,3.46,64.43,G9
27837,2.97,30.92,G6
27838,3.58,75.47,G10
27839,2.63,18.49,G4
27840,2.5,14.16,G4
27841,3.52,72.24,G10
27843,3.79,87.16,G10
27846,3.94,92.41,G10
27847,3.33,56.15,G8
27849,3.0,34.83,G6
27850,3.6,76.76,G10
27851,3.49,65.71,G9
27856,3.55,73.8,G10
27857,3.88,90.9,G10
27858,2.5,14.16,G4
27862,3.64,79.18,G10
27864,2.84,26.05,G5
27865,3.25,50.94,G8
27866,3.84,89.41,G10
27867,3.7,82.34,G10
27869,3.77,86.67,G10
27871,3.9,91.34,G10
27873,3.49,66.05,G9
27874,2.92,29.0,G5
27875,3.44,63.53,G9
27876,3.4,61.29,G9
27878,3.92,92.1,G10
27879,3.88,90.97,G10
27881,3.17,45.77,G7
27882,3.83,89.37,G10
27883,3.5,68.96,G9
27884,3.64,78.9,G10
27887,2.51,16.06,G4
27888,2.64,18.54,G4
27889,2.42,11.23,G4
27891,3.56,74.47,G10
27899,2.96,30.31,G6
27903,3.11,42.48,G7
27904,3.64,79.02,G10
27905,3.06,39.72,G6
27909,3.21,48.38,G7
27911,3.69,81.84,G10
27912,3.74,84.45,G10
27914,5.0,99.79,G10
27919,3.07,40.39,G7
27922,3.51,71.86,G10
30659,3.01,38.27,G6
30695,2.75,22.24,G5
30698,3.33,56.81,G8
30701,3.62,77.93,G10
30707,3.87,90.6,G10
30712,3.63,78.62,G10
30721,3.45,63.97,G9
30723,3.27,52.64,G8
30742,3.6,76.62,G10
30745,3.65,79.43,G10
30747,3.48,65.25,G9
30749,4.04,96.9,G10
30764,4.33,98.52,G10
30767,3.19,47.22,G7
30776,2.75,22.24,G5
30781,3.4,60.95,G9
30783,3.16,45.08,G7
30791,2.65,18.84,G4
30793,3.37,59.2,G8
30798,2.97,30.8,G6
30800,3.72,83.63,G10
30803,4.02,96.68,G10
30808,2.8,24.28,G5
30810,3.72,83.42,G10
30812,3.61,77.43,G10
30816,3.58,75.22,G10
30818,3.13,43.86,G7
30820,3.64,79.28,G10
30822,3.46,64.29,G9
30825,3.12,42.8,G7
30846,3.41,61.77,G9
30848,3.62,77.71,G10
30850,3.61,77.0,G10
30854,4.07,97.2,G10
30856,3.67,80.62,G10
30861,3.07,40.39,G7
30863,3.0,34.83,G6
30867,3.77,86.61,G10
30883,2.06,6.71,G3
30890,3.1,41.88,G7
30892,3.73,84.06,G10
30894,2.68,19.97,G4
30896,2.81,24.7,G5
30898,3.41,61.64,G9
30905,2.73,21.06,G5
30942,2.89,27.97,G5
30949,3.37,59.15,G8
30952,3.31,55.14,G8
30954,3.12,42.89,G7
30958,3.38,59.55,G8
30970,3.39,60.25,G9
30977,2.17,7.73,G3
30981,3.24,49.63,G7
30991,3.64,78.98,G10
30994,2.96,30.5,G6
30996,3.39,60.59,G9
31000,2.79,23.89,G5
31004,3.0,34.83,G6
31011,3.45,64.23,G9
31026,2.8,24.45,G5
31030,3.73,84.03,G10
31032,2.96,30.57,G6
31035,3.73,83.83,G10
31038,2.92,28.99,G5
31040,2.8,24.28,G5
31042,3.42,62.2,G9
31045,2.33,9.86,G3
31047,2.66,19.09,G4
31049,2.98,31.05,G6
31053,2.62,18.23,G4
31060,3.07,40.39,G7
31079,2.53,16.29,G4
31083,2.1,6.91,G3
31086,3.6,76.32,G10
31090,2.83,25.61,G5
31101,3.54,73.14,G10
31104,3.46,64.49,G9
31107,3.31,55.47,G8
31109,3.14,44.3,G7
31112,3.12,42.71,G7
31114,3.57,74.74,G10
31116,3.85,90.01,G10
31123,3.67,81.1,G10
31133,3.09,41.29,G7
31140,2.75,22.24,G5
31148,3.66,79.94,G10
31150,3.28,53.34,G8
31152,4.12,97.59,G10
31154,4.38,98.57,G10
31156,3.22,48.87,G7
31158,2.99,31.3,G6
31160,3.31,54.93,G8
31162,3.31,55.5,G8
31165,3.06,39.63,G6
31184,3.51,71.87,G10
31188,3.43,62.54,G9
31193,3.7,82.82,G10
31195,3.18,46.75,G7
31201,3.28,53.09,G8
31203,3.25,50.94,G8
31205,3.5,68.96,G9
31221,2.53,16.35,G4
31223,2.85,26.34,G5
31225,3.59,76.17,G10
31247,3.4,60.95,G9
31251,3.15,44.63,G7
31255,3.24,49.69,G7
31258,3.0,34.83,G6
31260,3.64,78.94,G10
31263,3.32,55.53,G8
31267,2.68,19.94,G4
31270,3.46,64.7,G9
31284,2.83,25.61,G5
31290,2.12,7.18,G3
31297,3.29,53.59,G8
31309,3.9,91.4,G10
31330,2.67,19.42,G4
31337,3.47,65.17,G9
31340,3.21,48.38,G7
31342,2.75,22.24,G5
31347,3.65,79.61,G10
31349,3.19,46.88,G7
31351,2.83,25.61,G5
31353,3.35,58.08,G8
31359,3.69,81.91,G10
31362,2.83,25.08,G5
31364,3.99,93.19,G10
31367,2.88,27.58,G5
31374,3.81,88.23,G10
31389,3.12,43.3,G7
31408,3.73,84.12,G10
31410,4.03,96.74,G10
31413,3.64,79.18,G10
31420,3.12,42.88,G7
31422,2.37,10.46,G4
31424,1.65,2.9,G2
31427,2.89,27.99,G5
31429,3.27,52.46,G8
31431,2.13,7.27,G3
31433,3.17,45.34,G7
31435,3.84,89.63,G10
31437,3.95,92.53,G10
31445,2.96,30.56,G6
31447,2.57,16.97,G4
31467,3.27,52.94,G8
31469,3.33,56.81,G8
31474,3.5,68.96,G9
31485,3.62,77.67,G10
31487,3.77,86.44,G10
31490,3.19,47.3,G7
31494,3.02,38.53,G6
31498,3.25,50.94,G8
31502,3.43,62.57,G9
31522,3.91,91.81,G10
31524,3.69,82.14,G10
31528,3.67,80.99,G10
31535,3.25,50.94,G8
31539,3.35,57.89,G8
31545,4.0,96.52,G10
31547,3.79,87.37,G10
31549,3.03,38.7,G6
31553,2.03,6.55,G3
31555,2.1,7.01,G3
31577,3.43,62.69,G9
31584,3.22,48.72,G7
31588,3.63,78.41,G10
31590,3.78,86.96,G10
31594,3.33,56.81,G8
31598,2.83,25.61,G5
31600,3.14,43.97,G7
31606,2.56,16.85,G4
31610,2.74,21.29,G5
31613,2.56,16.75,G4
31617,3.41,61.85,G9
31619,2.68,19.88,G4
31628,3.7,82.53,G10
31636,2.8,24.28,G5
31638,4.0,94.92,G10
31645,3.25,50.94,G8
31647,2.9,28.51,G5
31649,3.62,78.15,G10
31655,3.75,85.34,G10
31658,4.07,97.17,G10
31660,3.48,65.5,G9
31664,3.0,34.83,G6
31672,3.34,57.52,G8
31680,3.21,48.1,G7
31682,3.72,83.73,G10
31685,3.43,62.87,G9
31687,2.95,30.07,G6
31689,3.4,60.65,G9
31692,3.19,46.98,G7
31694,3.29,53.47,G8
31696,3.35,58.24,G8
31698,1.47,1.71,G2
31700,3.13,43.74,G7
31702,3.66,79.83,G10
31705,3.55,73.72,G10
31724,2.26,9.0,G3
31737,3.38,59.91,G8
31742,3.0,34.83,G6
31747,2.43,11.5,G4
31750,2.56,16.72,G4
31770,3.81,88.09,G10
31785,3.53,72.57,G10
31793,3.57,74.98,G10
31804,3.4,60.72,G9
31807,3.35,58.15,G8
31813,3.5,68.96,G9
31826,3.38,59.55,G8
31847,3.03,38.75,G6
31851,3.66,80.11,G10
31854,3.59,76.17,G10
31856,3.62,78.15,G10
31867,2.91,28.74,G5
31869,3.08,40.65,G7
31878,3.79,87.49,G10
31881,3.29,53.59,G8
31889,3.36,58.44,G8
31892,2.89,27.74,G5
31894,3.65,79.52,G10
31900,3.55,73.95,G10
31903,3.84,89.61,G10
31907,1.0,0.73,G1
31909,2.2,7.9,G3
31915,3.7,82.53,G10
31921,3.47,64.83,G9
31923,3.67,81.14,G10
31925,3.0,34.83,G6
31930,3.72,83.75,G10
31932,3.34,57.52,G8
31934,3.56,74.24,G10
31948,4.13,97.66,G10
31950,3.64,79.01,G10
31952,3.82,88.51,G10
31954,3.67,80.62,G10
31956,3.34,57.44,G8
31960,2.9,28.29,G5
31963,3.54,73.06,G10
31973,3.74,84.38,G10
31975,3.14,44.3,G7
31983,2.62,18.23,G4
31991,3.63,78.48,G10
31998,3.08,40.98,G7
32002,2.64,18.7,G4
32009,3.1,41.61,G7
32011,2.46,11.91,G4
32013,3.24,49.69,G7
32015,2.29,9.18,G3
32017,2.74,21.22,G5
32019,2.81,24.63,G5
32022,3.26,52.17,G8
32025,3.75,84.7,G10
32029,3.32,55.98,G8
32031,3.28,52.98,G8
32049,3.2,47.92,G7
32056,3.21,48.38,G7
32058,3.14,44.07,G7
32060,3.22,48.91,G7
32062,2.86,26.58,G5
32074,2.96,30.39,G6
32076,2.59,17.37,G4
32078,2.92,29.03,G5
32082,3.36,58.81,G8
32084,2.75,21.45,G5
32088,1.77,3.41,G2
32090,3.17,45.77,G7
32109,2.95,30.18,G6
32116,2.51,15.99,G4
32120,2.17,7.58,G3
32122,2.56,16.85,G4
32124,3.14,44.1,G7
32126,2.9,28.29,G5
32128,2.45,11.83,G4
32139,3.33,56.14,G8
32141,2.46,11.93,G4
32149,2.68,19.84,G4
32151,3.32,55.79,G8
32153,2.78,23.58,G5
32156,2.75,22.24,G5
32158,3.14,44.3,G7
32160,3.79,87.29,G10
32162,3.34,57.49,G8
32166,3.4,60.95,G9
32168,3.21,48.38,G7
32170,3.41,61.81,G9
32172,3.6,76.62,G10
32174,2.92,29.01,G5
32179,3.92,92.11,G10
32181,3.33,56.81,G8
32196,3.58,75.62,G10
32199,3.47,64.85,G9
32203,3.74,84.28,G10
32211,3.23,49.31,G7
32213,3.13,43.85,G7
32216,2.46,11.93,G4
32225,3.5,68.96,G9
32230,5.0,99.79,G10
32234,3.69,81.97,G10
32239,3.5,66.1,G9
32243,2.67,19.42,G4
32250,2.88,27.66,G5
32261,3.44,63.24,G9
32263,3.02,38.55,G6
32277,2.5,14.16,G4
32280,3.62,77.65,G10
32285,3.42,62.05,G9
32289,3.08,40.84,G7
32291,3.28,53.18,G8
32294,2.78,23.53,G5
32296,2.53,16.33,G4
32298,3.11,42.59,G7
32300,3.01,38.21,G6
32302,2.82,24.91,G5
32314,3.18,46.6,G7
32316,3.59,76.02,G10
32318,2.4,10.98,G4
32325,2.99,31.3,G6
32329,2.62,18.03,G4
32333,3.57,74.98,G10
32335,3.06,39.95,G6
32342,2.88,27.6,G5
32345,3.17,45.77,G7
32347,2.95,30.02,G6
32349,3.59,76.24,G10
32352,3.54,73.29,G10
32354,3.03,38.75,G6
32357,3.25,50.94,G8
32361,3.38,59.55,G8
32369,3.59,75.97,G10
32371,3.51,72.06,G10
32375,3.37,58.95,G8
32381,3.52,72.23,G10
32383,3.05,39.32,G6
32385,2.47,12.01,G4
32387,3.81,88.27,G10
32389,3.43,63.01,G9
32392,3.05,39.34,G6
32395,3.09,41.28,G7
32415,3.4,60.95,G9
32419,3.79,87.43,G10
32421,1.5,2.22,G2
32433,2.0,5.36,G3
32440,3.05,39.39,G6
32442,2.89,27.74,G5
32444,3.7,82.76,G10
32452,3.42,62.31,G9
32456,3.6,76.46,G10
32460,3.95,92.51,G10
32464,3.56,74.47,G10
32469,3.74,84.35,G10
32471,3.0,34.83,G6
32478,3.38,59.55,G8
32483,3.4,60.95,G9
32485,2.56,16.85,G4
32493,3.53,72.61,G10
32497,4.0,94.92,G10
32501,3.3,54.46,G8
32509,3.69,82.15,G10
32511,3.77,86.75,G10
32515,3.23,49.08,G7
32518,3.2,47.36,G7
32520,3.55,73.8,G10
32525,3.94,92.43,G10
32535,3.75,85.34,G10
32551,3.36,58.44,G8
32554,3.84,89.41,G10
32560,2.86,26.58,G5
32562,3.82,88.59,G10
32567,2.62,18.23,G4
32582,3.76,86.36,G10
32584,3.3,54.81,G8
32587,3.88,90.89,G10
32589,2.74,21.23,G5
32591,3.47,65.15,G9
32593,3.5,68.96,G9
32596,3.07,40.2,G7
32598,3.27,52.78,G8
32600,2.99,31.31,G6
32602,2.7,20.51,G5
32605,2.66,19.0,G4
32617,2.6,17.52,G4
32620,3.14,43.97,G7
32625,2.55,16.64,G4
32627,1.92,4.03,G2
32632,3.43,63.08,G9
32646,3.54,73.12,G10
32649,3.8,87.84,G10
32653,3.57,74.71,G10
32655,3.25,50.94,G8
32657,3.99,93.29,G10
32659,3.12,43.3,G7
32666,2.05,6.63,G3
32668,3.09,41.32,G7
32674,3.11,42.6,G7
32677,3.25,50.94,G8
32686,3.32,55.92,G8
32689,3.15,44.68,G7
32705,4.0,94.92,G10
32707,3.76,86.18,G10
32716,2.0,5.36,G3
32719,3.5,68.96,G9
32721,3.41,61.67,G9
32724,3.0,34.83,G6
32728,3.4,61.28,G9
32735,3.57,75.12,G10
32737,2.82,24.87,G5
32741,2.97,30.72,G6
32743,3.08,40.71,G7
32770,3.67,81.06,G10
32777,3.28,53.09,G8
32779,3.0,34.83,G6
32781,3.24,49.84,G7
32783,2.29,9.18,G3
32788,3.54,73.2,G10
32792,3.7,82.78,G10
32797,3.43,62.69,G9
32799,3.47,64.96,G9
32811,3.64,79.18,G10
32825,3.76,86.06,G10
32830,3.12,43.3,G7
32834,3.34,57.52,G8
32836,3.5,68.96,G9
32840,3.93,92.18,G10
32844,3.72,83.78,G10
32851,3.44,63.61,G9
32853,4.06,97.08,G10
32860,3.17,45.77,G7
32862,3.19,47.06,G7
32864,3.1,41.88,G7
32866,3.58,75.62,G10
32875,3.55,73.95,G10
32882,3.22,48.53,G7
32890,3.5,68.96,G9
32892,3.99,93.21,G10
32898,3.74,84.45,G10
32902,3.16,45.04,G7
32906,3.8,87.58,G10
32914,2.7,20.37,G5
32917,3.12,43.3,G7
32923,1.8,3.51,G2
32925,1.08,1.46,G2
32928,3.14,43.97,G7
32935,1.0,0.73,G1
32941,3.42,62.05,G9
32943,3.8,87.67,G10
32952,3.17,45.77,G7
32954,3.6,76.62,G10
32957,3.91,91.76,G10
32959,3.12,43.3,G7
32966,3.37,59.05,G8
32968,3.67,80.62,G10
32972,3.2,47.63,G7
32974,3.7,82.53,G10
32979,3.19,46.88,G7
32988,3.4,61.25,G9
32994,4.0,94.92,G10
32999,2.91,28.63,G5
33001,3.1,41.88,G7
33004,3.4,60.68,G9
33008,3.68,81.48,G10
33021,3.3,54.46,G8
33027,3.67,80.62,G10
33036,3.25,49.94,G7
33049,2.17,7.58,G3
33051,3.25,50.94,G8
33072,3.74,84.46,G10
33081,3.5,68.96,G9
33085,2.91,28.75,G5
33090,3.6,76.62,G10
33092,4.25,98.3,G10
33098,3.44,63.24,G9
33102,2.75,22.24,G5
33110,3.5,68.96,G9
33113,3.69,81.94,G10
33117,3.94,92.36,G10
33119,3.91,91.72,G10
33124,3.68,81.54,G10
33126,3.39,60.61,G9
33129,3.5,68.96,G9
33132,2.5,14.16,G4
33134,3.49,65.86,G9
33136,3.32,55.58,G8
33138,3.49,65.97,G9
33140,3.25,50.94,G8
33142,2.33,9.86,G3
33145,3.42,61.92,G9
33148,2.31,9.47,G3
33150,3.15,44.78,G7
33152,2.96,30.64,G6
33154,3.92,91.89,G10
33158,2.37,10.5,G4
33160,2.08,6.88,G3
33162,3.47,65.2,G9
33164,2.43,11.39,G4
33166,3.87,90.53,G10
33168,2.17,7.73,G3
33171,3.81,88.35,G10
33188,3.11,42.42,G7
33191,3.0,34.83,G6
33193,2.84,26.07,G5
33201,3.38,59.55,G8
33226,3.33,56.81,G8
33235,3.75,85.34,G10
33237,3.58,75.62,G10
33245,3.67,80.62,G10
33247,3.77,86.56,G10
33251,3.88,90.99,G10
33253,3.3,54.46,G8
33255,3.0,34.83,G6
33261,3.46,64.74,G9
33264,3.87,90.42,G10
33267,3.0,34.83,G6
33270,3.83,88.82,G10
33288,3.76,86.31,G10
33292,3.5,68.96,G9
33294,3.19,47.3,G7
33296,2.96,30.58,G6
33310,3.5,68.96,G9
33312,3.76,86.39,G10
33316,3.46,64.43,G9
33318,3.88,90.69,G10
33321,3.05,39.39,G6
33328,3.06,39.95,G6
33330,3.18,46.75,G7
33340,3.73,84.24,G10
33342,3.64,78.86,G10
33358,3.69,81.72,G10
33363,3.69,81.84,G10
33376,1.94,4.11,G2
33380,2.72,20.97,G5
33389,3.33,56.81,G8
33393,3.71,83.25,G10
33397,3.19,46.98,G7
33401,3.9,91.5,G10
33410,3.5,68.96,G9
33415,3.67,80.62,G10
33421,3.38,59.88,G8
33424,3.3,54.46,G8
33426,4.25,98.3,G10
33435,3.8,87.58,G10
33437,3.52,72.48,G10
33443,3.54,73.33,G10
33445,3.31,55.29,G8
33451,3.79,87.16,G10
33454,3.63,78.69,G10
33463,3.35,57.78,G8
33480,3.31,55.0,G8
33487,3.56,74.32,G10
33493,3.48,65.32,G9
33495,2.67,19.71,G4
33499,2.76,23.12,G5
33507,3.29,53.59,G8
33524,3.79,87.16,G10
33533,3.04,38.95,G6
33539,3.45,64.16,G9
33555,2.69,20.07,G5
33558,3.61,77.39,G10
33564,3.83,88.91,G10
33567,3.42,62.51,G9
33581,1.0,0.73,G1
33585,2.85,26.41,G5
33587,3.3,54.17,G8
33592,3.66,80.09,G10
33603,3.78,86.92,G10
33608,3.62,78.15,G10
33610,3.25,50.94,G8
33615,3.37,59.1,G8
33621,3.52,72.35,G10
33624,3.22,48.78,G7
33629,3.02,38.48,G6
33639,3.88,90.87,G10
33641,3.12,43.3,G7
33644,2.35,10.22,G4
33646,3.13,43.88,G7
33649,3.73,83.79,G10
33655,2.05,6.65,G3
33660,3.89,91.09,G10
33669,3.39,60.4,G9
33672,3.49,65.94,G9
33675,3.4,60.73,G9
33677,3.44,63.61,G9
33679,3.26,52.42,G8
33681,1.97,4.23,G2
33683,3.39,60.27,G9
33685,2.09,6.91,G3
33688,3.42,62.42,G9
33709,3.83,88.74,G10
33722,3.53,72.63,G10
33725,3.58,75.75,G10
33737,2.88,27.28,G5
33743,3.03,38.82,G6
33750,3.66,80.19,G10
33755,2.83,25.61,G5
33760,3.42,62.29,G9
33762,2.8,24.28,G5
33767,3.38,59.55,G8
33779,4.04,96.91,G10
33781,3.36,58.73,G8
33790,3.12,43.3,G7
33794,3.97,92.99,G10
33799,3.0,34.83,G6
33801,3.0,34.83,G6
33808,3.69,81.71,G10
33815,2.92,29.14,G5
33817,3.42,62.49,G9
33819,3.48,65.26,G9
33821,2.98,31.07,G6
33823,2.65,18.99,G4
33826,3.61,77.21,G10
33830,2.56,16.78,G4
33832,3.26,52.35,G8
33834,3.25,50.94,G8
33836,2.63,18.51,G4
33838,3.55,73.59,G10
33844,3.5,68.96,G9
33847,3.31,55.0,G8
33852,3.5,68.96,G9
33861,3.25,50.94,G8
33863,3.5,68.96,G9
33880,3.8,87.65,G10
33893,3.7,82.24,G10
33896,3.56,74.39,G10
33898,3.11,42.48,G7
33901,2.9,28.29,G5
33903,3.84,89.49,G10
33905,3.42,62.34,G9
33912,3.41,61.87,G9
33914,3.33,56.81,G8
33917,3.42,62.05,G9
33919,2.0,5.36,G3
33921,1.9,3.97,G2
33928,3.58,75.62,G10
33930,2.77,23.4,G5
33933,3.54,73.33,G10
33940,3.0,34.83,G6
33945,4.0,94.92,G10
33956,3.06,39.95,G6
33958,3.0,34.83,G6
33966,1.98,4.27,G2
33970,3.1,41.88,G7
33972,2.94,29.94,G5
33974,3.12,43.3,G7
33988,3.22,48.78,G7
33994,3.0,34.83,G6
33998,2.95,30.18,G6
34002,3.35,57.86,G8
